city,state,place_name,category,mood,available_time_min,distance_km,visit_duration_min,preference_match,is_open,time_fit,distance_fit,suitability
Bengaluru,Karnataka,Vidhana Soudha,monument,relax,60,1.09,40,0.174,0,1,1,0
Delhi,Delhi,Lotus Temple,religious,food,30,2.19,60,0.289,1,0,1,0
Udaipur,Rajasthan,Jagdish Temple,religious,culture,300,7.63,50,0.803,1,1,1,1
Mysuru,Karnataka,Mysuru Zoo,nature,relax,60,1.55,215,0.224,1,0,1,0
Ahmedabad,Gujarat,Lothal,historic,food,120,2.43,150,0.12,1,0,1,0
Agra,Uttar Pradesh,Akbar's Tomb,historic,nature,120,7.49,105,0.459,0,1,1,0
Ahmedabad,Gujarat,Sidi Saiyyed Mosque,religious,food,180,5.88,70,0.276,0,1,1,0
Gangtok,Sikkim,Tashi View Point,viewpoint,relax,30,0.46,65,0.846,1,0,1,0
Mysuru,Karnataka,Mysore Palace,historic,food,300,15.13,140,0.083,1,1,1,1
Kolkata,West Bengal,Maidan,park,culture,120,4.1,60,0.487,1,1,1,1
Jaipur,Rajasthan,Amber Fort,fort,relax,480,7.39,140,0.285,1,1,1,0
Delhi,Delhi,India Gate,monument,relax,180,3.22,60,0.891,1,1,1,1
Delhi,Delhi,Red Fort,historic,adventure,120,1.22,125,0.17,1,0,1,0
Delhi,Delhi,Humayun's Tomb,historic,adventure,60,3.74,80,0.231,1,0,1,0
Darjeeling,West Bengal,Padmaja Naidu Himalayan Zoological Park,nature,nature,180,10.07,125,0.947,0,1,1,1
Goa,Goa,Palolem Beach,beach,relax,30,0.95,135,0.841,1,0,1,1
Amritsar,Punjab,Jallianwala Bagh,historic,nature,30,2.64,70,0.387,1,0,1,0
Mumbai,Maharashtra,Elephanta Caves,historic,food,30,2.88,155,0.139,1,0,1,0
Varanasi,Uttar Pradesh,Sarnath,historic,culture,180,1.6,130,0.82,1,1,1,1
Mumbai,Maharashtra,Gateway of India,historic,culture,480,31.63,105,0.929,1,1,1,1
Varanasi,Uttar Pradesh,Assi Ghat,religious,adventure,480,4.79,90,0.362,1,1,1,1
Chennai,Tamil Nadu,Government Museum Chennai,museum,culture,300,7.81,110,0.896,1,1,1,1
Lucknow,Uttar Pradesh,Chota Imambara,historic,nature,120,6.9,100,0.157,1,1,1,1
Jaipur,Rajasthan,Hawa Mahal,historic,relax,60,1.44,60,0.476,1,1,1,1
Nagpur,Maharashtra,Khindsi Lake,nature,nature,180,8.89,95,0.781,1,1,1,1
Chennai,Tamil Nadu,Marina Beach,beach,food,30,1.17,85,0.351,0,0,1,0
Lucknow,Uttar Pradesh,Bara Imambara,historic,explore,300,16.87,100,0.903,1,1,1,1
Delhi,Delhi,Lotus Temple,religious,food,300,3.3,70,0.185,1,1,1,0
Agra,Uttar Pradesh,Agra Fort,fort,adventure,300,12.18,100,0.2,1,1,1,1
Agra,Uttar Pradesh,Mehtab Bagh,garden,food,30,0.83,80,0.086,1,0,1,0
Goa,Goa,Dudhsagar Falls,nature,relax,30,1.91,250,0.333,1,0,1,0
Mysuru,Karnataka,Mysore Palace,historic,food,180,1.21,110,0.164,1,1,1,0
Nashik,Maharashtra,Nandur Madhameshwar Bird Sanctuary,nature,nature,30,1.93,195,0.873,1,0,1,1
Darjeeling,West Bengal,Happy Valley Tea Estate,nature,food,30,2.94,90,0.267,1,0,1,0
Mysuru,Karnataka,Mysuru Zoo,nature,food,480,19.59,185,0.315,1,1,1,1
Delhi,Delhi,Qutub Minar,historic,relax,300,5.48,125,0.285,1,1,1,1
Jaipur,Rajasthan,City Palace,historic,relax,30,2.81,125,0.261,1,0,1,0
Mumbai,Maharashtra,Elephanta Caves,historic,nature,60,1.53,165,0.483,1,0,1,0
Lucknow,Uttar Pradesh,Chota Imambara,historic,relax,120,4.4,80,0.426,0,1,1,0
Kolkata,West Bengal,Indian Museum,museum,food,30,1.99,95,0.111,1,0,1,0
Udaipur,Rajasthan,City Palace Udaipur,historic,adventure,480,27.87,175,0.136,1,1,1,0
Agra,Uttar Pradesh,Taj Mahal,historic,adventure,120,4.36,145,0.37,1,0,1,0
Hampi,Karnataka,Matanga Hill,nature,nature,60,4.58,125,0.814,1,0,1,0
Varanasi,Uttar Pradesh,Dashashwamedh Ghat,religious,adventure,120,3.75,75,0.298,1,1,1,1
Pune,Maharashtra,Aga Khan Palace,historic,nature,300,7.33,100,0.474,1,1,1,1
Varanasi,Uttar Pradesh,Kashi Vishwanath Temple,religious,adventure,180,3.8,75,0.298,1,1,1,1
Nashik,Maharashtra,Panchvati,historic,food,60,1.57,75,0.382,1,0,1,0
Agra,Uttar Pradesh,Itmad-ud-Daulah's Tomb,historic,adventure,60,3.43,75,0.222,1,0,1,0
Udaipur,Rajasthan,City Palace Udaipur,historic,food,300,16.02,145,0.344,0,1,1,0
Nagpur,Maharashtra,Seminary Hill,nature,explore,60,0.4,65,0.423,1,0,1,1
Varanasi,Uttar Pradesh,Dashashwamedh Ghat,religious,relax,480,31.09,95,0.75,0,1,1,1
Bengaluru,Karnataka,Cubbon Park,park,food,180,2.77,75,0.372,1,1,1,1
Darjeeling,West Bengal,Darjeeling Himalayan Railway,historic,food,480,14.25,125,0.071,1,1,1,1
Darjeeling,West Bengal,Darjeeling Himalayan Railway,historic,relax,30,2.46,165,0.319,1,0,1,0
Delhi,Delhi,Lodhi Garden,garden,adventure,480,31.92,70,0.302,1,1,1,1
Mumbai,Maharashtra,Elephanta Caves,historic,adventure,300,13.49,130,0.792,1,1,1,1
Kolkata,West Bengal,Howrah Bridge,monument,explore,120,6.86,50,0.948,1,1,1,1
Nashik,Maharashtra,Saptashrungi Temple,religious,adventure,60,0.61,165,0.833,1,0,1,1
Pune,Maharashtra,Sinhagad Fort,fort,adventure,60,4.3,215,0.947,1,0,1,1
Nashik,Maharashtra,Nandur Madhameshwar Bird Sanctuary,nature,adventure,60,3.81,180,0.357,1,0,1,0
Pune,Maharashtra,Aga Khan Palace,historic,explore,480,26.36,90,0.816,1,1,1,1
Jaipur,Rajasthan,Amber Fort,fort,adventure,30,1.78,135,0.789,1,0,1,1
Chennai,Tamil Nadu,Fort St George,historic,culture,30,2.38,85,0.792,1,0,1,1
Mysuru,Karnataka,Mysuru Zoo,nature,nature,300,15.11,215,0.773,1,1,1,1
Agra,Uttar Pradesh,Taj Mahal,historic,culture,60,1.63,170,0.791,0,0,1,0
Mumbai,Maharashtra,Hanging Gardens,garden,relax,180,3.23,70,0.886,1,1,1,1
Goa,Goa,Fort Aguada,fort,food,480,17.48,115,0.34,1,1,1,1
Jaipur,Rajasthan,City Palace,historic,nature,180,2.81,130,0.158,1,1,1,1
Goa,Goa,Dudhsagar Falls,nature,explore,480,33.83,280,0.379,1,1,1,1
Hyderabad,Telangana,Salar Jung Museum,museum,explore,60,2.05,145,0.886,1,0,1,1
Varanasi,Uttar Pradesh,Sarnath,historic,relax,180,4.51,150,0.778,1,1,1,1
Lucknow,Uttar Pradesh,Bara Imambara,historic,food,480,21.64,135,0.146,1,1,1,1
Nashik,Maharashtra,Pandavleni Caves,historic,relax,300,5.32,115,0.167,1,1,1,1
Amritsar,Punjab,Wagah Border,monument,relax,120,4.73,195,0.316,1,0,1,0
Kolkata,West Bengal,St. Paul's Cathedral,religious,food,180,6.98,65,0.285,1,1,1,0
Hampi,Karnataka,Vittala Temple,historic,nature,480,34.03,115,0.454,1,1,1,1
Jaipur,Rajasthan,Amber Fort,fort,nature,60,1.54,150,0.456,1,0,1,0
Goa,Goa,Basilica of Bom Jesus,religious,food,60,4.94,70,0.131,1,0,1,0
Pune,Maharashtra,Pune Okayama Friendship Garden,garden,relax,60,2.57,75,0.881,1,0,1,1
Mumbai,Maharashtra,Hanging Gardens,garden,adventure,180,4.38,60,0.532,1,1,1,1
Jaipur,Rajasthan,Hawa Mahal,historic,culture,30,0.56,65,0.859,1,0,1,1
Jaipur,Rajasthan,Hawa Mahal,historic,food,480,28.59,65,0.212,1,1,1,0
Ahmedabad,Gujarat,Adalaj Stepwell,historic,relax,60,3.44,85,0.158,1,0,1,0
Delhi,Delhi,Lotus Temple,religious,nature,180,8.15,85,0.363,1,1,1,1
Srinagar,Jammu and Kashmir,Mughal Gardens,garden,adventure,480,15.25,90,0.244,1,1,1,0
Mumbai,Maharashtra,Marine Drive,viewpoint,culture,300,9.33,55,0.238,1,1,1,1
Bengaluru,Karnataka,Bangalore Palace,historic,adventure,480,6.86,90,0.354,1,1,1,1
Ahmedabad,Gujarat,Kankaria Lake,nature,food,480,13.43,85,0.342,1,1,1,1
Srinagar,Jammu and Kashmir,Shankaracharya Temple,religious,relax,300,17.72,110,0.276,1,1,1,1
Nagpur,Maharashtra,Seminary Hill,nature,nature,480,30.02,65,0.754,1,1,1,1
Pune,Maharashtra,Sarasbaug,park,adventure,30,0.86,65,0.106,1,0,1,0
Hampi,Karnataka,Virupaksha Temple,religious,adventure,60,3.27,90,0.518,1,0,1,0
Nashik,Maharashtra,Trimbakeshwar Temple,religious,adventure,300,3.94,115,0.229,1,1,1,1
Delhi,Delhi,Lotus Temple,religious,culture,480,31.55,85,0.967,1,1,1,1
Mumbai,Maharashtra,Chhatrapati Shivaji Maharaj Terminus,historic,explore,180,7.71,70,0.76,1,1,1,1
Pune,Maharashtra,Shaniwar Wada,historic,food,30,1.59,70,0.177,1,0,1,0
Jaipur,Rajasthan,Jantar Mantar,museum,culture,30,1.38,100,0.773,1,0,1,1
Varanasi,Uttar Pradesh,Sarnath,historic,adventure,30,2.56,150,0.263,1,0,1,0
Goa,Goa,Palolem Beach,beach,culture,300,7.62,140,0.438,1,1,1,1
Hampi,Karnataka,Hampi Bazaar,historic,culture,60,4.67,85,0.756,0,0,1,0
Gangtok,Sikkim,Tsomgo Lake,lake,nature,300,13.41,205,0.762,1,1,1,1
Nagpur,Maharashtra,Ramtek Fort Temple,fort,food,60,4.19,120,0.266,0,0,1,0
Nashik,Maharashtra,Panchvati,historic,adventure,480,26.2,70,0.46,1,1,1,1
Srinagar,Jammu and Kashmir,Dal Lake,lake,relax,30,0.87,120,0.901,1,0,1,1
Udaipur,Rajasthan,City Palace Udaipur,historic,food,120,5.45,130,0.12,1,0,1,0
Hampi,Karnataka,Matanga Hill,nature,explore,120,7.0,110,0.738,1,1,1,1
Mysuru,Karnataka,Brindavan Gardens,garden,nature,480,10.98,105,0.847,1,1,1,1
Mysuru,Karnataka,Brindavan Gardens,garden,food,120,7.22,100,0.248,1,1,1,1
Amritsar,Punjab,Sri Harmandir Sahib (Golden Temple),religious,relax,120,0.72,130,0.887,1,0,1,1
Darjeeling,West Bengal,Happy Valley Tea Estate,nature,nature,480,21.34,85,0.893,1,1,1,1
Lucknow,Uttar Pradesh,Residency Lucknow,historic,nature,480,12.12,85,0.3,1,1,1,1
Mysuru,Karnataka,Brindavan Gardens,garden,culture,180,7.34,105,0.264,1,1,1,0
Amritsar,Punjab,Wagah Border,monument,explore,120,7.2,210,0.922,1,0,1,1
Ahmedabad,Gujarat,Adalaj Stepwell,historic,food,480,28.73,70,0.282,0,1,1,0
Lucknow,Uttar Pradesh,Chota Imambara,historic,explore,480,6.29,90,0.741,1,1,1,1
Mysuru,Karnataka,Chamundi Hill,nature,culture,30,1.78,110,0.928,0,0,1,1
Delhi,Delhi,Qutub Minar,historic,nature,30,0.53,100,0.387,1,0,1,0
Hampi,Karnataka,Matanga Hill,nature,food,30,2.71,125,0.164,0,0,1,0
Goa,Goa,Palolem Beach,beach,explore,30,0.54,150,0.354,1,0,1,0
Chennai,Tamil Nadu,Guindy National Park,nature,nature,120,7.99,130,0.879,1,0,1,1
Chennai,Tamil Nadu,Marina Beach,beach,nature,120,5.81,80,0.73,1,1,1,1
Delhi,Delhi,India Gate,monument,culture,480,11.72,70,0.765,1,1,1,1
Amritsar,Punjab,Jallianwala Bagh,historic,relax,30,1.75,70,0.241,1,0,1,0
Nagpur,Maharashtra,Seminary Hill,nature,relax,60,0.59,55,0.949,1,1,1,1
Pune,Maharashtra,Sarasbaug,park,explore,480,6.85,55,0.114,1,1,1,1
Nagpur,Maharashtra,Khindsi Lake,nature,food,180,6.18,80,0.201,1,1,1,0
Chennai,Tamil Nadu,Government Museum Chennai,museum,culture,60,0.73,140,0.91,1,0,1,1
Chennai,Tamil Nadu,Marina Beach,beach,adventure,300,15.51,105,0.463,1,1,1,1
Agra,Uttar Pradesh,Mehtab Bagh,garden,nature,300,13.02,80,0.955,1,1,1,1
Udaipur,Rajasthan,Jagdish Temple,religious,relax,120,5.05,65,0.775,1,1,1,1
Mysuru,Karnataka,Chamundi Hill,nature,relax,60,2.56,110,0.484,1,0,1,0
Chennai,Tamil Nadu,Kapaleeshwarar Temple,religious,relax,480,12.83,85,0.789,1,1,1,1
Pune,Maharashtra,Shaniwar Wada,historic,culture,120,3.48,85,0.973,0,1,1,1
Hyderabad,Telangana,Hussain Sagar Lake,nature,nature,120,5.04,70,0.908,1,1,1,1
Nashik,Maharashtra,Panchvati,historic,explore,480,28.88,85,0.948,1,1,1,1
Nashik,Maharashtra,Panchvati,historic,culture,30,2.82,75,0.83,1,0,1,0
Srinagar,Jammu and Kashmir,Shankaracharya Temple,religious,food,180,11.91,100,0.28,1,1,1,1
Pune,Maharashtra,Raja Dinkar Kelkar Museum,museum,adventure,120,2.01,75,0.154,0,1,1,0
Amritsar,Punjab,Wagah Border,monument,explore,60,3.79,205,0.735,1,0,1,1
Darjeeling,West Bengal,Padmaja Naidu Himalayan Zoological Park,nature,nature,120,7.81,150,0.777,1,0,1,1
Mysuru,Karnataka,Mysore Palace,historic,nature,30,2.66,135,0.468,1,0,1,0
Hyderabad,Telangana,Charminar,historic,culture,480,1.19,85,0.852,1,1,1,1
Nagpur,Maharashtra,Ambazari Lake,nature,relax,180,7.84,80,0.903,1,1,1,1
Hyderabad,Telangana,Hussain Sagar Lake,nature,food,30,0.75,90,0.362,1,0,1,0
Gangtok,Sikkim,Rumtek Monastery,religious,relax,180,8.14,100,0.912,1,1,1,1
Hampi,Karnataka,Virupaksha Temple,religious,relax,30,1.69,105,0.287,1,0,1,0
Agra,Uttar Pradesh,Agra Fort,fort,culture,60,1.13,115,0.893,1,0,1,1
Srinagar,Jammu and Kashmir,Pari Mahal,historic,food,480,11.27,85,0.293,1,1,1,1
Varanasi,Uttar Pradesh,Assi Ghat,religious,relax,120,3.77,70,0.953,1,1,1,1
Hyderabad,Telangana,Golconda Fort,fort,relax,30,2.79,165,0.476,1,0,1,0
Mumbai,Maharashtra,Juhu Beach,beach,adventure,30,0.86,80,0.487,1,0,1,0
Hampi,Karnataka,Virupaksha Temple,religious,nature,30,1.54,110,0.203,1,0,1,0
Delhi,Delhi,Qutub Minar,historic,adventure,120,0.48,100,0.17,1,1,1,0
Delhi,Delhi,Qutub Minar,historic,nature,180,4.62,120,0.516,1,1,1,1
Nashik,Maharashtra,Trimbakeshwar Temple,religious,food,30,0.61,110,0.395,1,0,1,0
Bengaluru,Karnataka,Lalbagh Botanical Garden,garden,adventure,300,9.18,100,0.287,0,1,1,0
Pune,Maharashtra,Raja Dinkar Kelkar Museum,museum,relax,300,5.39,75,0.525,1,1,1,1
Gangtok,Sikkim,Rumtek Monastery,religious,culture,60,0.87,140,0.888,1,0,1,1
Ahmedabad,Gujarat,Kankaria Lake,nature,adventure,480,15.81,105,0.399,1,1,1,1
Pune,Maharashtra,Pune Okayama Friendship Garden,garden,nature,60,3.35,70,0.918,1,0,1,1
Gangtok,Sikkim,Rumtek Monastery,religious,nature,480,12.06,120,0.39,1,1,1,1
Udaipur,Rajasthan,Saheliyon-ki-Bari,garden,relax,300,18.44,65,0.872,1,1,1,1
Lucknow,Uttar Pradesh,Bara Imambara,historic,relax,30,1.16,125,0.276,1,0,1,0
Bengaluru,Karnataka,Cubbon Park,park,relax,60,3.27,90,0.947,1,0,1,1
Nagpur,Maharashtra,Khindsi Lake,nature,explore,300,18.33,100,0.309,1,1,1,1
Srinagar,Jammu and Kashmir,Dal Lake,lake,relax,480,0.5,130,0.751,1,1,1,1
Hampi,Karnataka,Vittala Temple,historic,nature,60,2.61,110,0.385,1,0,1,0
Mysuru,Karnataka,Brindavan Gardens,garden,relax,120,3.83,90,0.921,0,1,1,1
Nashik,Maharashtra,Pandavleni Caves,historic,food,30,2.56,110,0.069,1,0,1,0
Jaipur,Rajasthan,Jantar Mantar,museum,nature,300,16.98,75,0.437,1,1,1,1
Chennai,Tamil Nadu,Marina Beach,beach,adventure,480,11.71,105,0.487,1,1,1,1
Nashik,Maharashtra,Trimbakeshwar Temple,religious,relax,180,3.46,140,0.75,1,1,1,1
Pune,Maharashtra,Pune Okayama Friendship Garden,garden,relax,480,15.35,85,0.911,0,1,1,1
Kolkata,West Bengal,Howrah Bridge,monument,explore,30,1.14,55,0.962,1,0,1,1
Pune,Maharashtra,Shaniwar Wada,historic,adventure,30,0.71,60,0.476,1,0,1,0
Gangtok,Sikkim,Tashi View Point,viewpoint,food,60,2.03,55,0.181,1,1,1,1
Chennai,Tamil Nadu,Guindy National Park,nature,food,30,0.6,115,0.299,1,0,1,0
Chennai,Tamil Nadu,Kapaleeshwarar Temple,religious,nature,480,18.45,60,0.407,1,1,1,1
Pune,Maharashtra,Sarasbaug,park,nature,480,19.33,50,0.807,1,1,1,1
Agra,Uttar Pradesh,Mehtab Bagh,garden,relax,480,13.21,80,0.877,1,1,1,1
Kolkata,West Bengal,Victoria Memorial,historic,nature,120,0.9,130,0.111,1,0,1,0
Goa,Goa,Basilica of Bom Jesus,religious,adventure,30,1.7,65,0.462,1,0,1,0
Nagpur,Maharashtra,Ramtek Fort Temple,fort,explore,300,14.47,110,0.485,0,1,1,1
Hyderabad,Telangana,Golconda Fort,fort,explore,180,3.67,160,0.744,1,1,1,1
Amritsar,Punjab,Sri Harmandir Sahib (Golden Temple),religious,nature,480,0.63,110,0.485,1,1,1,1
Amritsar,Punjab,Sri Harmandir Sahib (Golden Temple),religious,nature,30,2.79,120,0.376,1,0,1,0
Darjeeling,West Bengal,Happy Valley Tea Estate,nature,relax,60,3.24,95,0.817,1,0,1,1
Ahmedabad,Gujarat,Lothal,historic,adventure,120,7.54,155,0.334,1,0,1,0
Varanasi,Uttar Pradesh,Sarnath,historic,explore,480,9.44,125,0.861,1,1,1,1
Gangtok,Sikkim,Tashi View Point,viewpoint,adventure,180,7.69,55,0.548,1,1,1,1
Mysuru,Karnataka,Mysuru Zoo,nature,food,30,1.19,150,0.34,1,0,1,0
Nagpur,Maharashtra,Ramtek Fort Temple,fort,adventure,180,8.38,120,0.906,1,1,1,1
Varanasi,Uttar Pradesh,Kashi Vishwanath Temple,religious,food,480,18.14,95,0.364,1,1,1,1
Mumbai,Maharashtra,Chhatrapati Shivaji Maharaj Terminus,historic,nature,30,2.06,50,0.365,1,0,1,0
Delhi,Delhi,Qutub Minar,historic,nature,120,5.09,140,0.15,1,0,1,0
Mumbai,Maharashtra,Elephanta Caves,historic,culture,60,2.21,175,0.803,1,0,1,1
Varanasi,Uttar Pradesh,Assi Ghat,religious,nature,120,4.87,90,0.424,1,1,1,1
Varanasi,Uttar Pradesh,Kashi Vishwanath Temple,religious,food,30,2.75,75,0.056,1,0,1,0
Nagpur,Maharashtra,Satpuda Botanical Garden,garden,nature,180,7.96,65,0.845,1,1,1,1
Kolkata,West Bengal,St. Paul's Cathedral,religious,explore,30,1.28,70,0.29,1,0,1,0
Bengaluru,Karnataka,Cubbon Park,park,adventure,180,1.63,65,0.28,1,1,1,1
Bengaluru,Karnataka,Cubbon Park,park,adventure,30,1.31,75,0.171,1,0,1,0
Pune,Maharashtra,Aga Khan Palace,historic,explore,180,10.39,100,0.86,1,1,1,1
Agra,Uttar Pradesh,Taj Mahal,historic,explore,480,0.75,165,0.787,1,1,1,1
Hyderabad,Telangana,Charminar,historic,adventure,300,11.64,65,0.549,1,1,1,1
Goa,Goa,Dudhsagar Falls,nature,explore,60,4.99,215,0.538,1,0,1,0
Srinagar,Jammu and Kashmir,Pari Mahal,historic,adventure,480,6.23,80,0.307,1,1,1,1
Kolkata,West Bengal,Victoria Memorial,historic,relax,300,4.9,120,0.482,1,1,1,1
Mysuru,Karnataka,Brindavan Gardens,garden,nature,30,2.77,95,0.882,1,0,1,1
Bengaluru,Karnataka,Bannerghatta Biological Park,nature,explore,120,0.92,200,0.924,1,0,1,1
Srinagar,Jammu and Kashmir,Mughal Gardens,garden,food,60,3.62,95,0.351,1,0,1,0
Hampi,Karnataka,Matanga Hill,nature,relax,480,19.88,105,0.23,1,1,1,1
Jaipur,Rajasthan,Hawa Mahal,historic,adventure,180,11.47,70,0.535,0,1,1,0
Darjeeling,West Bengal,Tiger Hill,viewpoint,nature,30,1.82,140,0.927,1,0,1,1
Mumbai,Maharashtra,Elephanta Caves,historic,nature,480,17.08,175,0.174,1,1,1,0
Mumbai,Maharashtra,Chhatrapati Shivaji Maharaj Terminus,historic,food,120,7.68,70,0.32,1,1,1,1
Darjeeling,West Bengal,Darjeeling Himalayan Railway,historic,explore,30,0.78,175,0.734,1,0,1,1
Bengaluru,Karnataka,Bangalore Palace,historic,adventure,60,1.6,85,0.342,0,0,1,0
Amritsar,Punjab,Sri Harmandir Sahib (Golden Temple),religious,adventure,180,7.84,110,0.376,0,1,1,0
Bengaluru,Karnataka,Lalbagh Botanical Garden,garden,relax,30,1.64,80,0.886,0,0,1,0
Lucknow,Uttar Pradesh,Residency Lucknow,historic,explore,120,7.98,80,0.721,1,1,1,1
Chennai,Tamil Nadu,Guindy National Park,nature,culture,120,7.0,130,0.162,0,0,1,0
Lucknow,Uttar Pradesh,Bara Imambara,historic,nature,300,9.64,120,0.463,1,1,1,1
Agra,Uttar Pradesh,Itmad-ud-Daulah's Tomb,historic,explore,480,21.19,75,0.911,1,1,1,1
Udaipur,Rajasthan,Saheliyon-ki-Bari,garden,culture,60,2.14,75,0.352,1,0,1,0
Kolkata,West Bengal,St. Paul's Cathedral,religious,explore,120,1.51,70,0.447,1,1,1,1
Goa,Goa,Dudhsagar Falls,nature,relax,60,3.41,215,0.362,1,0,1,0
Mysuru,Karnataka,Mysuru Zoo,nature,adventure,120,6.14,215,0.108,1,0,1,0
Kolkata,West Bengal,St. Paul's Cathedral,religious,adventure,60,2.02,70,0.491,1,0,1,0
Ahmedabad,Gujarat,Adalaj Stepwell,historic,culture,480,15.49,65,0.971,0,1,1,1
Lucknow,Uttar Pradesh,Chota Imambara,historic,explore,30,1.93,85,0.906,1,0,1,1
Chennai,Tamil Nadu,Kapaleeshwarar Temple,religious,food,60,1.31,85,0.391,0,0,1,0
Varanasi,Uttar Pradesh,Dashashwamedh Ghat,religious,culture,120,3.92,85,0.893,1,1,1,1
Srinagar,Jammu and Kashmir,Shankaracharya Temple,religious,food,60,4.49,140,0.065,1,0,1,0
Delhi,Delhi,Humayun's Tomb,historic,culture,300,7.32,95,0.777,1,1,1,1
Nashik,Maharashtra,Trimbakeshwar Temple,religious,food,120,1.45,115,0.291,1,1,1,1
Agra,Uttar Pradesh,Mehtab Bagh,garden,food,300,2.85,70,0.35,1,1,1,1
Varanasi,Uttar Pradesh,Assi Ghat,religious,food,300,6.74,70,0.141,1,1,1,1
Srinagar,Jammu and Kashmir,Dal Lake,lake,food,180,7.75,110,0.275,1,1,1,1
Chennai,Tamil Nadu,Kapaleeshwarar Temple,religious,adventure,60,0.62,70,0.314,1,0,1,0
Jaipur,Rajasthan,Jantar Mantar,museum,explore,30,1.53,90,0.776,1,0,1,1
Kolkata,West Bengal,St. Paul's Cathedral,religious,culture,60,4.83,70,0.939,1,0,1,1
Varanasi,Uttar Pradesh,Sarnath,historic,culture,30,2.42,180,0.967,1,0,1,1
Mumbai,Maharashtra,Elephanta Caves,historic,food,120,7.05,155,0.205,1,0,1,0
Delhi,Delhi,Lodhi Garden,garden,adventure,300,1.83,60,0.303,1,1,1,1
Lucknow,Uttar Pradesh,Bara Imambara,historic,culture,60,1.88,100,0.918,0,0,1,1
Delhi,Delhi,Red Fort,historic,relax,30,2.17,105,0.348,1,0,1,0
Mysuru,Karnataka,Brindavan Gardens,garden,culture,480,25.49,95,0.247,0,1,1,0
Varanasi,Uttar Pradesh,Sarnath,historic,nature,300,14.49,165,0.247,1,1,1,1
Nagpur,Maharashtra,Deekshabhoomi,monument,culture,180,9.91,65,0.97,1,1,1,1
Lucknow,Uttar Pradesh,Janeshwar Mishra Park,park,explore,120,3.37,80,0.102,1,1,1,0
Hampi,Karnataka,Matanga Hill,nature,adventure,480,34.21,140,0.872,1,1,1,1
Hampi,Karnataka,Hampi Bazaar,historic,explore,480,1.58,70,0.894,1,1,1,1
Jaipur,Rajasthan,Jal Mahal,viewpoint,culture,30,1.67,40,0.23,1,0,1,0
Nashik,Maharashtra,Panchvati,historic,relax,480,16.44,60,0.378,1,1,1,1
Nashik,Maharashtra,Nandur Madhameshwar Bird Sanctuary,nature,culture,180,10.02,185,0.21,1,0,1,0
Ahmedabad,Gujarat,Kankaria Lake,nature,nature,300,6.36,100,0.962,1,1,1,1
Delhi,Delhi,Humayun's Tomb,historic,nature,180,3.31,95,0.169,1,1,1,1
Goa,Goa,Dudhsagar Falls,nature,nature,180,3.02,225,0.772,1,0,1,1
Lucknow,Uttar Pradesh,Janeshwar Mishra Park,park,relax,120,6.74,105,0.845,1,1,1,1
Nashik,Maharashtra,Panchvati,historic,explore,120,6.13,60,0.757,1,1,1,1
Mysuru,Karnataka,Chamundi Hill,nature,explore,180,8.22,125,0.449,0,1,1,0
Nagpur,Maharashtra,Khindsi Lake,nature,nature,480,28.23,90,0.904,0,1,1,1
Goa,Goa,Baga Beach,beach,culture,180,1.56,130,0.363,1,1,1,1
Goa,Goa,Dudhsagar Falls,nature,culture,30,0.85,205,0.243,1,0,1,0
Pune,Maharashtra,Sarasbaug,park,adventure,60,0.58,50,0.208,1,1,1,1
Mumbai,Maharashtra,Hanging Gardens,garden,explore,180,5.79,70,0.285,1,1,1,1
Goa,Goa,Basilica of Bom Jesus,religious,adventure,180,4.92,65,0.461,1,1,1,1
Chennai,Tamil Nadu,Fort St George,historic,relax,120,7.22,75,0.253,1,1,1,1
Bengaluru,Karnataka,Lalbagh Botanical Garden,garden,culture,60,2.94,100,0.205,1,0,1,0
Nagpur,Maharashtra,Satpuda Botanical Garden,garden,adventure,180,7.24,70,0.243,1,1,1,1
Mumbai,Maharashtra,Chhatrapati Shivaji Maharaj Terminus,historic,adventure,300,10.6,65,0.242,1,1,1,1
Gangtok,Sikkim,Banjhakri Falls,nature,food,300,4.15,135,0.215,1,1,1,0
Jaipur,Rajasthan,Nahargarh Fort,fort,culture,480,25.44,120,0.421,1,1,1,1
Darjeeling,West Bengal,Padmaja Naidu Himalayan Zoological Park,nature,adventure,180,2.17,150,0.295,1,1,1,1
Udaipur,Rajasthan,Saheliyon-ki-Bari,garden,nature,480,30.78,65,0.908,1,1,1,1
Gangtok,Sikkim,Banjhakri Falls,nature,explore,30,0.94,100,0.446,1,0,1,0
Jaipur,Rajasthan,City Palace,historic,culture,480,10.44,145,0.882,1,1,1,1
Varanasi,Uttar Pradesh,Dashashwamedh Ghat,religious,adventure,180,9.87,105,0.454,1,1,1,1
Amritsar,Punjab,Wagah Border,monument,culture,300,9.14,210,0.872,1,1,1,1
Mysuru,Karnataka,Chamundi Hill,nature,explore,120,7.61,135,0.256,1,0,1,0
Bengaluru,Karnataka,Cubbon Park,park,explore,30,2.9,75,0.538,1,0,1,0
Agra,Uttar Pradesh,Agra Fort,fort,culture,120,7.13,135,0.857,1,0,1,1
Srinagar,Jammu and Kashmir,Dal Lake,lake,culture,480,30.9,115,0.537,1,1,1,1
Srinagar,Jammu and Kashmir,Mughal Gardens,garden,culture,60,3.8,105,0.39,1,0,1,0
